"Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","target"
"M",0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,"13"
"F",0.435,0.35,0.11,0.384,0.143,0.1005,0.125,"13"
"M",0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,"7"
"I",0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,"8"
"M",0.595,0.47,0.145,0.991,0.4035,"uS1b411bi2",0.34,"16"
"F",0.58,0.475,0.135,0.925,0.391,0.165,0.275,"14"
"M",0.575,0.435,0.15,0.805,0.293,0.1625,0.27,"17"
"M",0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,"13"
"M",0.515,0.42,0.14,0.769,0.2505,0.154,0.29,"13"
"F",0.505,0.385,0.135,0.6185,0.251,"Bjl43FXm59",0.2,"12"
"F",0.505,0.395,0.145,"Dh1RIRp2y7",0.2695,0.153,0.205,"15"
"I",0.4,0.31,"NLnigVwpak",0.2875,0.1145,0.0635,0.095,"10"
"M",0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,"14"
"M",0.53,0.435,0.135,"qvVGcTrhuP",0.3275,0.1315,0.22,"12"
"I",0.395,0.325,0.105,0.306,0.111,0.0735,0.095,"8"
"F",0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,"17"
"F",0.415,0.305,0.105,0.3605,0.12,0.082,0.1,"10"
"M",0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,"11"
"M",0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,"13"
"F",0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,"15"
"I",0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,"15"
"I",0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,"9"
"M",0.59,0.46,0.155,0.906,0.327,0.1485,0.335,"15"
"F",0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,"9"
"M","8Wn8138Yok",0.55,0.22,1.5515,0.566,0.3835,"a7j2q2NZoe","13"
"F",0.8,0.63,"AHd9H2oUMz",2.526,"cHco5VU9vC",0.59,0.62,"23"
"M",0.61,0.49,0.15,1.103,0.425,0.2025,0.36,"23"
"F",0.565,0.48,0.175,0.957,0.3885,0.215,0.275,"18"
"Emb5Gqo9qf",0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,"11"
"M",0.655,0.485,0.195,1.62,"77LWnoXJOb",0.358,0.485,"17"
"M",0.64,0.52,0.2,1.407,0.566,0.304,"FwcTpJGTi1","17"
"F",0.59,0.47,0.17,0.9,0.355,0.1905,0.25,"11"
"I",0.31,0.24,0.09,"PUWxK0QLNQ",0.0605,0.0315,0.045,"7"
"8I0AH0SAGq",0.255,0.185,0.07,0.075,0.028,0.018,0.025,"6"
"I",0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,"6"
"M",0.67,0.55,0.17,1.247,0.472,0.2455,0.4,"21"
"F",0.71,0.565,0.195,1.7265,0.638,0.3365,"6Ri9pdMDQl","17"
"I6ZWFh4Qg6",0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,"13"
"M",0.505,"mRppGkqiPu",0.13,0.764,0.3035,0.189,0.2175,"11"
"M",0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,"16"
"F",0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,"9"
"F",0.515,0.435,0.17,0.631,0.2765,0.111,0.216,"12"
"M",0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,"19"
"M",0.7,0.53,0.19,1.3185,0.548,0.233,0.42,"18"
"F",0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,"17"
"M",0.635,0.495,0.15,1.081,0.4825,"eoYgGBCA3E",0.31,"11"
"M",0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,"13"
"M",0.575,"IqxVBlRlvM",0.15,1.1415,0.4515,0.204,0.4,"13"
"M",0.585,0.455,0.125,1.027,0.391,0.212,0.25,"17"
"F",0.61,0.485,0.21,1.3445,0.535,"dDoEkPSTqE",0.515,"20"
"F",0.645,0.525,0.2,1.449,0.601,0.2565,0.505,"13"
"F",0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,"11"
"M",0.55,0.45,"xQ1U8eFEgK",0.7895,0.343,0.159,0.25,"12"
"F",0.66,0.525,"D7pCctrrHo",1.3665,0.5005,0.291,0.41,"18"
"M",0.57,0.475,"y3Bfb2WYOo",1.0295,0.4635,"2GyBGsj9w2",0.305,"18"
"3T5sdq596S",0.6,"UAj67wb7Y0",0.2,1.031,0.392,0.2035,0.29,"15"
"F",0.63,0.505,"6IoUIckow4",1.065,0.4595,0.216,0.315,"12"
"M",0.695,0.57,0.23,1.885,0.8665,0.435,0.5,"19"
"M",0.65,0.545,0.16,1.2425,0.487,"bcjjqGEmLi",0.48,"15"
"F",0.72,0.595,0.225,1.969,0.8045,0.423,0.66,"16"
"I",0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,"12"
"I",0.42,0.325,0.115,"slRUzPMbAo",0.1625,0.064,0.105,"8"
"M",0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,"3"
"F",0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,"12"
"F",0.5,0.405,0.15,0.5965,0.253,0.126,0.185,"12"
"I",0.435,0.335,0.11,0.383,0.1555,"VsgaLmMP2n",0.135,"12"
"M",0.34,"XoUBBf6n4i",0.09,0.2065,0.0725,0.043,0.07,"10"
"F",0.43,0.34,0.11,0.382,"3UQF9Hg3r8",0.0955,0.109,"8"
"I",0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,"12"
"I",0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,"12"
"F",0.36,"UXo5UEzacS",0.09,"Mv6xFjxXdI",0.096,0.037,0.0735,"10"
"M",0.175,0.135,0.04,0.0305,"CeCXIsMIGr",0.0075,0.01,"5"
"MZFoHix5HQ",0.155,0.115,0.025,0.024,0.009,0.005,0.0075,"5"
"I",0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,"11"
"F",0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,"16"
"F","OF3y8NtS2y",0.345,0.105,0.4285,0.165,0.083,0.132,"11"
"F",0.45,"vGrkge3Zu6","gRcV4CR160",0.496,0.1905,0.117,0.14,"12"
"F",0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,"14"
"I",0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,"11"
"I",0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,"10"
"M",0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,"11"
"F",0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,"16"
"M",0.37,0.29,0.09,0.241,0.11,0.045,0.069,"10"
"M",0.33,0.25,0.09,0.197,0.085,0.041,0.0605,"10"
"I",0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,"7"
"I",0.625,0.46,0.16,1.2395,0.55,0.273,0.38,"14"
"I",0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,"14"
"I",0.625,0.465,0.155,0.972,0.404,0.1845,0.35,"14"
"I",0.635,0.505,0.19,1.3315,0.5805,0.252,"e81AH21vMK","17"
"I","BpnqVN4Zae",0.385,0.155,0.762,0.3795,0.161,0.19,"14"
"F",0.53,0.43,0.17,0.775,0.35,0.152,0.235,"17"
"I",0.445,0.33,0.1,0.437,0.163,0.0755,0.17,"13"
"F",0.585,0.415,0.155,0.6985,0.3,0.146,0.195,"12"
"I",0.44,"kh1pgX95Rd",0.165,0.435,0.159,0.105,0.14,"16"
"M",0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,"10"
"I",0.555,0.455,0.17,0.8435,0.309,0.1905,"cZDV8TdCf2","15"
"I",0.655,0.515,0.145,1.25,0.5265,0.283,0.315,"15"
"F",0.58,0.46,0.185,1.017,0.3515,0.2,0.32,"10"
"I",0.625,0.43,0.175,1.411,0.572,0.297,0.395,"12"
"I",0.62,"zo0jGIcsVu",0.17,1.208,0.4805,0.3045,0.33,"15"
"NCh1vJSjXM",0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,"8"
"F",0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,"10"
"I",0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,"9"
"M",0.31,0.245,0.095,0.15,0.0525,0.034,0.048,"7"
"F",0.505,"3ZOB8BQf4g",0.145,"rQlUldAQkr",0.2935,0.19,0.17,"12"
"I",0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,"9"
"M",0.4,0.315,0.105,0.287,0.1135,0.037,0.113,"10"
"M",0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,"18"
"M",0.31,0.235,0.06,0.12,0.0415,0.033,0.04,"11"
"F",0.465,"8We9zxSnvB",0.13,0.494,0.1945,0.103,0.155,"18"
"F",0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,"10"
"M",0.35,0.255,0.085,0.2145,"6FFFxw9ykB",0.0465,0.06,"13"
"I",0.52,0.415,0.16,0.595,0.2105,0.142,0.26,"15"
"F",0.475,0.365,0.13,0.4805,0.1905,0.114,"PwAwy6VZ8t","12"
"C5Y6PiqjMX",0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,"10"
"M",0.26,0.2,0.065,0.096,0.044,0.027,"9Jbbo2OEwh","6"
"I",0.575,0.45,"OpaPIH97vw",0.9315,0.358,0.2145,0.26,"13"
"I",0.565,0.435,0.155,0.782,0.2715,0.168,0.285,"14"
"M",0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,"6"
"F",0.53,0.385,0.125,0.6695,0.289,0.151,0.18,"10"
"M",0.34,0.255,0.095,0.213,0.081,0.034,0.07,"9"
"I",0.52,0.38,0.14,0.525,0.1775,0.115,0.185,"11"
"F",0.635,0.5,0.18,1.312,0.529,0.2485,"ZXSVniLfTo","18"
"F",0.61,0.485,0.165,1.087,0.4255,0.232,0.38,"11"
"F",0.66,0.515,0.18,"J49CWy8JbD",0.54,0.3365,0.555,"16"
"I","W2kBMeo9D0",0.5,0.18,1.319,0.5485,0.292,0.49,"16"
"F",0.465,0.38,0.135,0.579,0.208,0.1095,0.22,"14"
"M",0.515,0.4,0.16,"jt9mdsf2If",0.2515,0.156,0.3,"23"
"I",0.335,0.24,0.095,0.17,0.062,0.039,"aQb7IBFmCS","9"
"F",0.515,0.4,0.17,0.796,0.258,0.1755,0.28,"16"
"F",0.345,0.255,0.1,0.197,0.071,0.051,0.06,"9"
"M",0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,"13"
"M",0.54,0.415,0.17,0.879,0.339,0.208,0.255,"10"
"M",0.475,0.355,0.125,0.4625,0.186,0.107,0.145,"9"
"F",0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,"11"
"M",0.5,0.355,"3fJoR10zeP",0.528,0.2125,0.149,0.14,"9"
"M",0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,"12"
"F",0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,"14"
"I",0.275,0.205,0.08,0.096,0.036,0.0185,"2Sh8F1qEok","6"
"F",0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,"7"
"GFYJVZzr7B",0.37,0.285,0.105,0.27,0.1125,"W3Qoqk1ZWM",0.0835,"9"
"F",0.42,0.33,0.125,0.463,0.186,0.11,0.145,"10"
"M",0.35,0.26,0.09,0.198,0.0725,0.056,0.06,"10"
"M",0.395,0.305,0.105,0.282,0.0975,0.065,0.096,"9"
"I",0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,"8"
"I",0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,"5"
"I",0.235,"XTHBJUn6gL",0.065,0.0625,0.023,0.014,0.022,"6"
"I",0.25,0.18,0.06,0.073,0.028,0.017,0.0225,"5"
"I",0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,"5"
"I",0.2,0.145,0.05,0.036,0.0125,0.008,0.011,"4"
"F",0.585,0.47,0.17,1.099,0.3975,"W1Vh8MtnDJ",0.358,"20"
"M",0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,"14"
"F",0.5,0.385,0.13,0.768,0.2625,0.095,0.27,"13"
"M",0.44,0.325,0.08,0.413,0.144,0.1015,0.13,"8"
"M",0.515,0.405,0.14,0.8505,0.312,0.146,0.315,"17"
"F",0.52,0.405,0.14,0.6915,0.276,0.137,0.215,"11"
"M",0.5,0.39,0.13,0.709,0.275,0.168,"HOrL3PtxgA","11"
"M",0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,"9"
"M",0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,"16"
"F",0.37,0.275,0.08,0.227,0.093,0.0625,0.07,"8"
"M",0.54,0.415,0.13,0.8245,0.272,0.226,0.24,"13"
"M",0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,"11"
"M",0.565,0.44,0.175,1.122,0.393,0.2,0.375,"20"
"M",0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,"14"
"F",0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,"14"
"M",0.605,0.49,0.145,1.3,0.517,0.3285,0.31,"14"
"F",0.59,0.455,0.165,1.161,0.38,0.2455,0.28,"12"
"M",0.645,0.485,0.155,1.489,0.5915,0.312,0.38,"18"
"M",0.57,0.42,0.155,1.008,0.377,0.193,0.34,"13"
"F",0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,"8"
"F",0.5,0.44,0.155,"ycntYnBY3i",0.2025,0.2005,0.2115,"14"
"F",0.52,0.425,0.145,0.7,0.207,0.1905,0.24,"13"
"M",0.39,0.285,"zf0QUZmB2P",0.271,0.11,0.06,0.08,"8"
"M",0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,"12"
"F",0.54,0.415,0.175,0.8975,0.275,0.241,0.275,"14"
"M",0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,"14"
"I",0.355,0.26,0.09,0.1925,0.077,0.038,0.065,"8"
"F",0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,"13"
"F",0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,"11"
"M",0.5,0.385,0.145,0.7615,0.246,0.195,0.204,"14"
"M",0.49,0.39,0.135,0.592,0.242,0.096,0.1835,"15"
"M",0.44,0.325,0.115,0.39,0.163,0.087,0.113,"7"
"F",0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,"10"
"F","JhJBsqy7dm",0.38,0.145,0.57,0.167,0.118,0.187,"11"
"I",0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,"8"
"M",0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,"9"
"M",0.45,0.36,0.16,0.567,0.174,0.1245,0.225,"12"
"F",0.52,"fe8O3qYxhz","zdrwv036Cd",0.6245,0.215,0.2065,0.17,"15"
"M",0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,"12"
"M",0.495,0.4,0.14,"1XVFge8Wg9",0.2015,0.18,0.25,"15"
"M",0.54,0.41,0.145,0.989,0.2815,0.213,0.355,"19"
"0WnMhrxaco",0.48,0.39,0.125,0.6905,0.219,0.155,0.2,"12"
"F",0.33,0.26,0.08,0.2,0.0625,0.05,0.07,"9"
"I",0.285,0.21,"IEpugRWbxW",0.109,0.044,0.0265,0.033,"5"
"I",0.3,0.23,0.075,0.127,0.052,0.03,0.0345,"6"
"I","qmIqkaRWmQ",0.24,0.105,0.2885,0.118,0.065,0.083,"6"
"zANDnqpJxn",0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,"6"
"I",0.375,0.3,0.075,0.144,0.059,0.03,0.044,"7"
"I",0.415,0.325,0.1,"Ap1nEBSB3E",0.2285,0.1065,0.114,"7"
"I",0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,"6"
"I",0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,"6"
"I",0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,"8"
"I",0.425,0.31,0.105,0.365,0.159,0.0825,0.105,"6"
"M",0.465,"ks2cfEHrc9",0.11,0.5,0.21,0.113,0.1505,"8"
"F",0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,"8"
"I",0.47,0.37,0.11,0.5555,"hRKeQ4gfk3",0.115,0.163,"8"
"F",0.47,0.375,0.12,0.6015,0.2765,0.1455,"WTQ5tgjUQb","8"
"I",0.475,0.365,0.12,"mbX2xtcS3k",0.2505,0.0975,0.1625,"10"
"M",0.48,0.37,0.135,0.6315,"aODsTXk1LE",0.1015,0.161,"7"
"6g2U59q74z",0.5,0.4,0.13,0.7715,0.37,0.16,0.211,"8"
"I",0.505,0.39,0.185,0.6125,0.267,0.142,0.172,"7"
"M",0.525,"yOkLYfdJ87",0.19,0.872,0.4625,0.1725,0.199,"9"
"M",0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,"9"
"M",0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,"11"
"F",0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,"9"
"M",0.58,0.46,0.18,1.145,0.48,0.277,0.325,"11"
"M",0.59,0.455,0.16,1.09,0.5,0.2215,0.292,"9"
"M","igjpQ5EsfH",0.48,0.16,1.262,0.5685,0.2725,0.335,"9"
"M",0.595,0.49,0.185,1.185,0.482,0.2015,0.361,"10"
"F",0.6,0.475,0.135,"hmZ5uirDxq",0.5885,0.191,0.3175,"9"
"F",0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,"8"
"F",0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,"9"
"M",0.605,0.475,0.175,1.201,0.5395,0.275,"EtlJsUvMI9","10"
"F",0.625,0.49,0.155,1.33,0.6675,0.259,0.33,"10"
"M",0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,"10"
"M",0.64,0.585,0.195,1.647,0.7225,0.331,"NAVybD9HGN","12"
"F",0.64,0.5,0.18,1.4995,0.593,0.314,"hjaUP3PPRN","11"
"F",0.655,0.545,0.165,"okkj2yhKGi",0.6555,0.299,0.513,"12"
"I",0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,"11"
"M",0.66,0.535,0.2,1.791,0.733,0.318,0.54,"15"
"F",0.675,0.555,0.205,1.925,0.713,0.358,0.4535,"13"
"F",0.675,0.55,0.175,1.689,"BinmkTcvLB",0.371,0.474,"13"
"GjZAZYHEFa",0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,"9"
"F","MXUXIeviom",0.53,0.2,"dZzvbQqDqg",0.75,0.4195,0.6095,"14"
"F",0.7,0.525,0.19,1.6015,0.707,0.365,0.43,"10"
"05HolxeW2S",0.73,0.57,0.165,"s9eRun6h7z",1.0685,0.418,0.435,"10"
"I",0.205,0.15,0.065,0.04,0.02,0.011,0.013,"4"
"I",0.225,0.17,0.07,0.0565,0.024,0.013,0.016,"4"
"IHiGl0w10V",0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,"5"
"I",0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,"4"
"I",0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,"5"
"I",0.28,0.22,0.08,0.1315,0.066,0.024,0.03,"5"
"I",0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,"6"
"I",0.31,0.225,0.075,0.155,0.065,0.037,0.0365,"6"
"I",0.315,0.235,0.07,0.149,0.058,0.0325,0.047,"7"
"I",0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,"7"
"I",0.37,0.29,0.08,0.2545,0.108,0.0565,"z3z58TanGc","6"
"I",0.38,0.285,0.085,0.237,0.115,0.0405,0.07,"6"
"I",0.39,0.295,"IFDKUdM5wg",0.279,0.1155,0.059,0.08,"7"
"Km7K6HNmiJ",0.405,0.31,"v8nM3fGXWg",0.3205,0.1575,0.066,0.088,"6"
"I",0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,"7"
"I",0.44,0.335,"YGYPCTappO",0.3885,0.175,0.0835,0.111,"7"
"NQvUKQNDe4",0.44,0.345,"VihXZsrdL1",0.545,0.269,0.111,0.1305,"6"
"I",0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,"6"
"I","1kB4ARo58R",0.355,0.12,0.495,0.231,0.11,0.125,"7"
"I",0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,"6"
"I",0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,"8"
"F",0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,"7"
"F",0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,"6"
"I",0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,"7"
"I",0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,"6"
"I",0.465,0.355,0.11,0.474,0.23,0.1005,0.12,"7"
"M",0.465,0.34,0.105,0.486,"FwVBu4kaF9",0.1035,0.1225,"9"
"lLqZm8YZvH",0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,"7"
"I",0.475,0.355,0.105,0.468,0.201,0.1115,0.12,"8"
"M",0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,"8"
"M",0.5,"nJLqEWdsxd",0.145,0.6215,0.274,0.166,0.1485,"7"
"I",0.5,0.38,0.11,0.494,0.218,0.09,0.1325,"7"
"I",0.505,0.385,0.12,0.6005,"ZZxW1cmlPQ",0.142,0.185,"7"
"M",0.515,0.395,0.12,0.646,0.285,0.1365,0.172,"9"
"M",0.525,0.415,0.135,0.7945,0.394,0.189,0.202,"7"
"M",0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,"8"
"F",0.53,0.42,0.17,0.828,0.41,0.208,0.1505,"6"
"M",0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,"6"
"F",0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,"8"
"M",0.54,0.435,0.14,0.7345,"rrlFY79cqZ",0.1595,0.213,"9"
"F",0.55,0.425,0.125,0.964,0.5475,0.159,0.215,"8"
"F",0.555,0.425,0.14,0.963,0.44,0.224,0.24,"7"
"F",0.57,0.445,0.15,0.995,0.504,0.185,0.2505,"9"
"F",0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,"8"
"M",0.575,0.45,0.155,0.948,0.429,"642S8cC382",0.259,"7"
"F",0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,"8"
"F",0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,"8"
"M",0.59,0.465,0.14,1.046,0.4695,0.263,0.263,"7"
"F",0.595,0.47,0.155,1.1775,0.542,"rtgDmKPSQh",0.31,"9"
"F",0.595,0.465,0.15,1.0765,0.491,0.22,0.287,"9"
"F",0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,"11"
"F",0.6,0.46,0.145,0.9325,0.3985,"Rs8LeN7p52",0.248,"8"
"F",0.6,0.46,0.15,1.235,0.6025,0.274,0.29,"8"
"aBPSEIt172",0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,"9"
"M",0.61,0.48,0.15,"dli8lSahp7",0.564,0.274,0.264,"8"
"F",0.615,0.485,"rDrEa44MEA",1.1575,0.5005,0.2495,0.315,"10"
"F",0.615,0.5,0.165,1.327,0.6,"sPfhb9l91i",0.355,"10"
"M",0.615,0.47,0.155,1.2,0.5085,0.32,0.292,"8"
"rzEgrEITdJ",0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,"9"
"F",0.62,0.485,0.175,1.2155,0.545,0.253,0.345,"10"
"F",0.62,0.475,0.16,1.3245,"X7XKqeao0P",0.233,0.3275,"9"
"M",0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,"10"
"F",0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,"9"
"F",0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,"8"
"F",0.63,0.495,0.2,1.4255,0.659,0.336,0.38,"11"
"F",0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,"9"
"M",0.63,0.48,0.165,1.286,0.604,0.271,0.35,"8"
"F",0.635,0.495,0.18,1.596,0.617,0.317,0.37,"11"
"F",0.635,0.495,0.195,1.297,0.556,0.2985,0.37,"11"
"M",0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,"9"
"M",0.645,0.5,0.175,"uqhWGbHfzm",0.6735,0.3755,0.3775,"12"
"F",0.65,"pKsnSG9dH9","NlKY2krICr",1.4415,0.741,0.2955,0.341,"9"
"M","E6JTrVupC1",0.52,0.19,1.6385,0.8115,0.369,0.391,"9"
"F",0.69,0.545,0.205,1.933,0.7855,"my7jvE4NuZ",0.498,"13"
"M",0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,"8"
"F",0.695,0.55,0.155,1.8495,0.767,0.442,"p9MrJiglQ5","10"
"M",0.695,0.525,0.175,"jel02NoN0y",0.696,0.389,0.505,"12"
"F",0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,"13"
"F",0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,"10"
"M",0.765,0.585,"PBqWaV6yKv",2.398,1.128,0.512,0.5335,"12"
"M",0.77,0.6,0.215,2.1945,1.0515,0.482,"ALYDA2rPjv","10"
"I",0.22,0.16,0.05,0.049,0.0215,0.01,0.015,"4"
"I",0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,"5"
"I","QGSaxjy7UK",0.21,0.06,0.1045,0.0415,"CKExRuKBNV",0.035,"5"
"I",0.33,0.24,0.075,0.163,0.0745,0.033,0.048,"6"
"I",0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,"6"
"I",0.375,"hIz0Q3z0jQ",0.1,0.219,0.0925,0.038,0.075,"6"
"I",0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,"8"
"I",0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,"6"
"I",0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,"7"
"2n5GP5bAQA",0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,"7"
"I",0.44,0.34,0.1,0.407,0.209,0.0735,0.103,"7"
"I",0.44,"2QiCWtfAvJ",0.115,0.4215,0.173,0.0765,0.113,"7"
"hq2PLrFK7n",0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,"7"
"I",0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,"6"
"I",0.465,0.355,0.105,"CK0SqMGIZP",0.2085,0.0975,0.1185,"7"
"I",0.475,"L6Uia0fVLg",0.1,0.1315,0.2025,0.0875,0.123,"7"
"I",0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,"7"
"I",0.485,0.375,0.13,0.5535,0.266,0.112,0.157,"8"
"DBYe3UwJSc",0.49,0.375,0.125,0.5445,0.279,0.115,0.13,"8"
"M",0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,"8"
"I",0.495,0.38,"CLh66KWlW7",0.512,0.233,0.1205,0.136,"7"
"I",0.5,0.39,0.125,0.583,0.294,0.132,0.1605,"8"
"M",0.5,0.38,0.12,0.5765,0.273,0.135,0.145,"9"
"M",0.505,0.4,0.135,0.723,0.377,0.149,0.178,"7"
"I",0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,"8"
"I",0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,"8"
"I",0.515,0.4,"LJVFs3oeZN",0.5925,0.265,0.1175,0.168,"9"
"I",0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,"9"
"F",0.545,0.43,0.14,0.832,0.4355,0.17,0.201,"9"
"M",0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,"7"
"M",0.545,0.42,0.12,0.7865,0.403,0.185,0.17,"7"
"F",0.545,0.4,0.14,"wofJjY6smc",0.368,0.215,0.18,"9"
"I",0.55,0.42,0.13,0.636,0.294,0.144,0.1755,"8"
"1RdDZZCuFd",0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,"8"
"I",0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,"8"
