"Name","Short description","Gender","Country","Occupation","Birth year","Death year","Manner of death","target"
"","Archbishop of the Roman Catholic Archdiocese of Onitsha, Nigeria","","","Religious figure","","","",81.0
"","","","","","","","",75.0
"","","","","","","","",85.0
"","","","","","","","",59.0
"","","","","","","","",54.0
"","","","","","","","",56.0
"","","","","","","","",57.0
"","","","","","","","",51.0
"","","","","","","","",84.0
"","","","","","","","",60.0
"","","","","","","","",45.0
"","","","","",1924.0,"","",82.0
"","","","","","","","",47.0
"","","","","","","","",89.0
"","","","","","","","",47.0
"","","","","","","","",71.0
"","","","","","","","",87.0
"","","","","","","","",77.0
"","","","","","","","",92.0
"","","","","","","","",78.0
"","","","","","","","",86.0
"","","","","","","","",31.0
"","","","","","","","",85.0
"","","","","","","","",82.0
"","American dancer","","","Artist",1879.0,"","",89.0
"","","","","","","","",58.0
"","","","","","","","",28.0
"","","","","","",1994.0,"",79.0
"","","","","",1860.0,"","",77.0
"","","","","",1796.0,"","",65.0
"","American racing driver","","","","","","",29.0
"","","Male","","","","","",40.0
"","","","","",1884.0,"","",75.0
"","","","","",1906.0,"","",91.0
"Herbert Bowden, Baron Aylestone","","","","","",1994.0,"",89.0
"","","","","","","","",80.0
"Stefan Kanchev","","","","","","","",86.0
"","","","","","","","",70.0
"","","","","Teacher","","","",55.0
"Margherita Bagni","","","","","","","",58.0
"","","","","","","","",88.0
"","","","","","","","",66.0
"","","","","","",2020.0,"",83.0
"","","","","","","","",80.0
"","","","Germany","","","","",88.0
"","","","","","","","",85.0
"","","Female","","","","","",60.0
"","","Female","","","","","",93.0
"","","","","","","","",80.0
"","","","","","","","",77.0
"","","","","","","","",76.0
"","","","","","","","",62.0
"","","","","","","","",76.0
"","","","","","","","",65.0
"","","","France","","","","",42.0
"","","","","","","","",74.0
"","","","","","","","",65.0
"","","","","","","","",45.0
"","","","","","","","",57.0
"","","","","","","","",82.0
"","","","","","","","",77.0
"","","","","","","","",72.0
"","","","","","","","",46.0
"","","","","","","","",83.0
"","","Male","","","","","",79.0
"","","","","","","","",68.0
"","","","United Kingdom","","","","",62.0
"","English actress","","","","","","",32.0
"","","","","","","","",45.0
"","","","","","","","",80.0
"","","","","","","","",62.0
"","","Male","","","","","",66.0
"","","Female","","","","","",74.0
"","","","","","","","",58.0
"","","","","","","","",67.0
"","","","","","","","",74.0
"","","","","","","","",93.0
"","","Male","","Politician","","","",42.0
"","","","","","","","",89.0
"","","","","","","","",60.0
"","","","","","","","",82.0
"Princess Vera Constantinovna of Russia","","","","","","","",95.0
"","","","","","","","",81.0
"","","","","","","","",26.0
"","","","","","","","",60.0
"","","","","","","","",30.0
"","","","","","","","",91.0
"","","","","","","","",54.0
"","","","Mexico","","","","",51.0
"","","","","","",772.0,"",31.0
"","","","","","","","",70.0
"","","","","","","","",72.0
"","","","","","","","",75.0
"","","","","","","","",75.0
"","","Male","","","","","",46.0
"","","","","","","","",48.0
"","","","","","",2019.0,"",90.0
"","","","","","","","",83.0
"","","","","","","","",69.0
"","","","","","","","",86.0
"","","","","","","","",25.0
"","","","","","","","",72.0
"","","","","","","","",71.0
"","","","","","","","",85.0
"","","","","","","","",95.0
"","","","Italy; Kingdom of Italy","","","","",75.0
"","","","","","",2014.0,"",91.0
"Alia al-Hussein","","","","","","","",29.0
"","","","","","","","",72.0
"","","","","","","","",30.0
"","","","","","","","",70.0
"","","","","","","","",88.0
"","Spanish infanta, daughter of King Alfonso XIII of Spain and Victoria Eugenie of Battenberg","","","",1909.0,"","",93.0
"","","","","","","","",47.0
"","","Male","","","","","",60.0
"","","","","",1886.0,"","",96.0
"","","","","","","","",89.0
"","","","","","","","",65.0
"","","","","","","","",85.0
"","","","Ireland","","",1899.0,"",78.0
"","","","","","","","",28.0
"","","","","","","","",23.0
"","","","","Politician","","","",78.0
"","","","","","","","",67.0
"","","","","","","","",56.0
"Juliana of Liège","Premonstratensian canoness, saint and mystic","","","","",1258.0,"",65.0
"","","","","","","","",60.0
"","","","","","","","",63.0
"","","","","","","","",72.0
"","","","","","","","",71.0
"Anne of Denmark, Electress of Saxony","","","","","","","",53.0
"","","","","","","","",75.0
"Infanta Isabel Maria of Portugal","","Female","","","","","",75.0
"","","","","Artist",1544.0,1590.0,"",46.0
"","","","","","","","",35.0
"","","","","",1812.0,"","",55.0
"","","","","","","","",83.0
"","","","","","","","",65.0
"","","","","","","","",60.0
"","","","","",1519.0,"","",61.0
"","","","","Sprinter","","","natural causes",59.0
"","","","","","","","",66.0
"","","","","Politician","","","",79.0
"","","","","","","","",79.0
"","","","","",1615.0,"","",55.0
"","","","","","","","",83.0
"","","","","","","","",70.0
"","","","","","","","",51.0
"","","","","","","","",81.0
"","","","","","","","",69.0
"","","","","","","","",76.0
"","","","Sweden","","","","",90.0
"","","","","","","","natural causes",83.0
"","","","","","","","",78.0
"","","","","","","","",54.0
"","","","","","","","",78.0
"","Prussian princess","","","","","","",24.0
"","Dutch swimmer","","","","",2006.0,"",80.0
"","","","","","","","",85.0
"","","","","","","","",50.0
"","","","","","","","",78.0
"","","Female","","","","","",39.0
"","","","","","","","",75.0
"","","","","","","","",78.0
"","","Female","","","","","",78.0
"","","","","","","","",58.0
"","","","","","","","natural causes",43.0
"","","","","",1.0,"","",99.0
"","","","","","","","",91.0
"","","","","","",1271.0,"",29.0
"Laila Kinnunen","","","","","","","",61.0
"","Queen of Sicily","Female","","Politician","","","",24.0
"","","Female","","","","","",92.0
"","","","New Zealand","","","","",62.0
"","","","","","","","",34.0
"","","","France","","","","",55.0
"","","","","","","","",43.0
"","","","","","","","",27.0
"","","","","","","","",41.0
"","","","","","","","",61.0
"","","","","","","","",63.0
"","","","","Politician","","","",50.0
"","","","","","","","",23.0
"","","","","","","","",70.0
"Huang Yueying","","","China","","","","",34.0
"","","","","","","","",87.0
"","","","","","","","",74.0
"","","","United Kingdom; United Kingdom of Great Britain and Ireland","","","","",81.0
"","","","","","","","",67.0
"","","","","","","","",92.0
"","","","","","","","",66.0
"","","","","","","","",64.0
"","","","","","","","",30.0
"","","","","","","","",58.0
"","","","","Artist","","","",57.0
"","","","","","","","",61.0
"","","","","","","","",81.0
"","","","","","","","",68.0
"","","","","","","","",69.0
"","","","","","","","",44.0
"","","","","","","","",82.0
"","","","","","","","",83.0
"","","","","","","","",88.0
"","","","","","","","",38.0
"","","","","",1432.0,"","",30.0
"Ana Aslan","","","","","","","",91.0
"","","","","","","","",91.0
"","","","","","","","",70.0
"","French actress and singer","","","","","","",69.0
"","","","","",1743.0,"","",73.0
"","","","","","","","",80.0
"","","","","","","","",91.0
"","","","","","","","",92.0
"","","","","","","","",96.0
"","","","","","","","",98.0
"","","","","","","","suicide",59.0
"","","","","","","","",83.0
"","","Male","Argentina","","","","",83.0
"","","","","","","","",78.0
"","","","","","","","",83.0
"","","","","","","","",79.0
"","","","","","","","",93.0
"","","","","","","","",89.0
"","","","","","","","",70.0
"","","","","","","","",94.0
"","","","","","","","",91.0
"","","","","","","","",55.0
"","","","","","","","",94.0
"","","","","","","","",60.0
"Grethe Kausland","","","","","","","",60.0
"","","","","","","","",32.0
"","","","","","","","",60.0
"","","","","","","","",67.0
"","","","","","","","",33.0
"","","Female","","","","","",73.0
"","Austrian archruchess","","","","","","",56.0
"","Austrian archduchess (1824-1906)","","","","","","",82.0
"","","","","","","","",86.0
"","","","","","","","",61.0
"","","","","","","","",66.0
"","","","","","","","",70.0
"","","","","","","","",76.0
"","","","","Mystic","","","",64.0
"","","","","","","","",84.0
"","","","","","","","",98.0
"","","","","","","","",94.0
"","Byzantine empress","","","",1274.0,"","",43.0
"Louise Catherine Breslau","","","","","",1927.0,"",71.0
"","","","","","","","",35.0
"","","Female","","","","","",74.0
"","","","","","","","",50.0
"","","","","","","","",75.0
"","","","","","","","",73.0
"","","","","","","","",94.0
"","","","","","","","",85.0
"","","","","","","","",96.0
"","","","","","",1794.0,"",39.0
"","Sephardi rabbi","","","",1089.0,1167.0,"",78.0
"","","","","","","","",62.0
"","","","","","",2018.0,"",55.0
"","","","","","","","",87.0
"","","Female","","","","","",83.0
"","","","","","","","",74.0
"","","Female","","","","","",83.0
"","","","United Kingdom","","","","",86.0
"","Japanese judoka and professional wrestler","","Japan","","","","",76.0
"","","","United States of America","",1928.0,"","",46.0
"","American professional wrestler, reality television contestant, television host, model, and radio personality (1979-2019)","","","Manager; playboy playmate; radio personality; model; professional wrestler; beauty pageant contestant",1979.0,"","",40.0
"","Italian ballerina","","","Ballet dancer; choreographer","","","",67.0
"","","","United States of America","","","","",93.0
"","","","","","","","",81.0
"","","","","","",1955.0,"",77.0
"","","","","","","","",25.0
"","","","","","","","",98.0
"","","","","","","","",78.0
"","","","Portugal","","","","",83.0
"Julie Strain","","","","","","","",59.0
"","","","","","","","",69.0
"","","","","","","","",82.0
"","","","Sweden","","","","",85.0
"","","","Spain; France","","","","",74.0
"","","","","","","","",62.0
"","","","","","","","",60.0
"","","","","","","","",64.0
"","","","","","","","",54.0
"","","","","","","","",66.0
"","","","","","","","",66.0
"Åke Hammarskjöld","","","","","","","",44.0
"","","","","","","","",86.0
"","","","","Artist","","","",84.0
"","","","","","","","",74.0
"Åke Lassas","","","","","","","",85.0
"","","","","","","","",71.0
"","","","","","","","",86.0
"","","","","","","","",42.0
"","","","","Researcher","","","",73.0
"","","","","","","","",85.0
"","","","","",1914.0,"","",92.0
"","","","","","","","",79.0
"Alice Coachman","","","","","","","",91.0
"","","","","","","","",42.0
"","","","","","","","",90.0
"","","","","","","","",68.0
"","","","","","","","",53.0
"","","","","","","","",64.0
"","","","","","","","",57.0
"","","Male","","","","","",41.0
"","","","","","","","",89.0
"","","","","","","","",94.0
"","","","","","","","",50.0
"","","","","","","","",76.0
"","","","","","",1888.0,"",66.0
"","","","","","","","",84.0
"","","","","","","","",85.0
"","","Female","","","","","",72.0
"","","","","","","","",49.0
"","","","","","","","",60.0
"","","","","","","","",98.0
"","","","","","",1935.0,"",29.0
"","","","","","","","",47.0
"","","","","","","","",55.0
"","Mistress of James II of England","","","","","","",82.0
"","","","","",1920.0,"","",68.0
"","","","","",1911.0,"","",87.0
"","","","","","","","",21.0
"","","","","","","","",60.0
"","","","","","","","",95.0
"","","","","","","","",83.0
"","","","","","",1791.0,"",35.0
"","","Male","","","","","",76.0
"Georges Duby","","","","","","","",77.0
"","","","","","","","",72.0
"","","","","","","","",81.0
"","","","","","","","",86.0
"","","","","","","","",45.0
"","","","","","","","",38.0
"","","","","","","","",72.0
"Betty Curtis","","","","","","","",70.0
"","","","","","","","natural causes",92.0
"","","","","","",788.0,"",29.0
"","English princess","","","","","","",60.0
"","","","","","","","",89.0
"","","","","","","","",67.0
"","Israeli politician (1952-2013)","","","","","","",61.0
"","","","","","","","",47.0
"","","","","","","","",71.0
"","","","","","","","",72.0
"","","","","","","","",84.0
"","","","","","","","",51.0
"","","","","","","","",53.0
"","","","Soviet Union; Russian Empire","","","","natural causes",68.0
"","","","","","","","",24.0
"","","","","","","","",75.0
"","","","","","","","",49.0
"","","","","","","","",27.0
"","","","","","","","",65.0
"","","","","",1761.0,"","",76.0
"","","","","","","","",93.0
"","","","","","","","",76.0
"","","","","","","","",61.0
"","","","","","","","",84.0
"","","Female","","","","","",22.0
"","Queen consort of Hungary","","","","","","",24.0
"","","Female","","","","","",93.0
"","","","","","","","",60.0
"","","","","","","","",67.0
"","","","","","","","",85.0
"","","","","","","","",88.0
"","","","","","","","",48.0
"","","","","","","","",80.0
"","","","","","","","",90.0
"","","","","","","","accident",88.0
"","British biologist and Nobel laureate","","","","","","",76.0
"Effie Gray","","","","","",1897.0,"",69.0
"","","Female","","","","","",67.0
"","","","Crown of Castile","","","","",55.0
"","Electress of Brandenburg","","","","","","",44.0
"","","","","","","","",52.0
"","","","","","","","natural causes",49.0
"","","","","",1927.0,"","",87.0
"","","","","","","","",36.0
"","","","","","","","",97.0
"","","","","","","","",99.0
"","","Female","","Athlete","","","",81.0
"","","","Kingdom of the Netherlands","","","","",71.0
"","","","","","","","",25.0
"","","","","","","","",60.0
"Laura La Plante","American actress (1904-1996)","","","","","","",92.0
"","","","","","","","",88.0
"","","","","","","","",63.0
"","","","","","","","",56.0
"","","Female","","","","","",70.0
"","","","","","","","",71.0
"","","","","","","","",22.0
"Bonita Granville","","","United States of America","","","","",65.0
"","","","","","","","",73.0
"","","","","","","","",89.0
"","","","","","","","",87.0
"","","","","","","","",35.0
"","","","","","","","",69.0
"","","","","",1878.0,"","",52.0
"","","","","","","","",47.0
"","","","","","","","",78.0
"","","","","","","","",93.0
"","","","","","","","",60.0
"","","","","","","","",85.0
"","","","","","","","",80.0
"","","","","","","","",40.0
"","","","","","","","",55.0
"","","","","","","","",70.0
"","","","","","","","",44.0
"","","","","","","","",30.0
"","","","","","","","",52.0
"","","","","","","","",88.0
"","","","","","","","",82.0
"","","","","","","","",61.0
"","","","","","","","",80.0
"","","","","","","","",26.0
"","","","","","","","",91.0
